WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid
"POLYGON ((74461.692 412417.89,74457.388 412413.19,74462.149 412408.83,74466.448 412413.564,74461.692 412417.89))","0580100000240421",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240421,"1994",Pand in gebruik,,,,"0",pand.546ead99-7801-4eb4-9605-e0228bda9851
"POLYGON ((73617.884 411930.375,73621.399 411937.564,73612.064 411941.141,73610.759 411941.641,73607.792 411933.921,73617.884 411930.375))","0580100000240423",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240423,"1900",Pand in gebruik,woonfunctie,"159","159","1",pand.8e85ef69-4106-4055-943f-3451b94ebec2
"POLYGON ((73617.231 411880.765,73621.831 411893.273,73620.37 411893.8,73614.407 411895.895,73610.081 411882.392,73611.347 411881.954,73606.529 411868.7,73611.991 411866.636,73617.231 411880.765))","0580100000240424",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240424,"1900",Pand in gebruik,"winkelfunctie,woonfunctie","355","355","1",pand.3a622e2d-88ec-45aa-900b-3ba236e0575c
"POLYGON ((73613.156 412040.183,73619.588 412037.029,73622.312 412042.654,73615.882 412045.807,73613.156 412040.183))","0580100000240425",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240425,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.d10a9d92-e8ca-4697-8e13-3ab38aa113f7
"POLYGON ((73607.181 412116.015,73612.313 412112.905,73615.894 412118.822,73612.25 412121.031,73610.763 412121.932,73607.181 412116.015))","0580100000240426",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240426,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.83111acf-6c5d-4e9b-a190-aa5eed7ebf7f
"POLYGON ((73607.623 411777.071,73612.682 411774.57,73614.042 411777.322,73606.78 411780.913,73605.419 411778.16,73607.623 411777.071))","0580100000240427",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240427,"2006",Pand in gebruik,overige gebruiksfunctie,"64","64","1",pand.84deaeac-a92a-4f5d-8915-f785b5ca1f5b
"POLYGON ((73202.299 412193.72,73201.857 412192.986,73207.439 412189.628,73208.932 412192.109,73214.167 412188.96,73216.988 412193.65,73208.129 412198.956,73206.329 412195.964,73204.36 412197.148,73202.885 412194.695,73202.299 412193.72))","0580100000240428",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240428,"1990",Pand in gebruik,woonfunctie,"127","127","1",pand.35b1fac9-98b7-46e6-8ae7-d13febc027b2
"POLYGON ((73213.63 412410.934,73201.493 412421.977,73197.776 412417.891,73205.746 412410.639,73194.115 412397.856,73198.281 412394.065,73213.63 412410.934))","0580100000240429",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240429,"1985",Pand in gebruik,woonfunctie,"267","267","1",pand.9378b40f-2602-4983-abdc-62ad95d797ec
"POLYGON ((73087.626 412237.775,73072.829 412251.558,73065.821 412244.034,73080.617 412230.251,73087.626 412237.775))","0580100000240430",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240430,"2007",Pand in gebruik,industriefunctie,"208","208","1",pand.7916471f-d73c-4e37-a63a-05018d5db5bc
"POLYGON ((74173.571 412005.47,74175.49 412007.8,74170.988 412011.508,74169.099 412009.219,74173.571 412005.47))","0580100000240443",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240443,"1972",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.be736dd9-694d-4338-ac3d-462a5c903a30
"POLYGON ((74133.92 412567.63,74141.06 412566.52,74150.55 412565.01,74158.365 412614.561,74158.39 412614.72,74123.53 412620.26,74115.64 412570.53,74133.92 412567.63))","0580100000240444",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240444,"1991",Pand in gebruik,industriefunctie,"2626","2626","1",pand.cf41418f-3892-4a99-99df-d3fd3d044033
"POLYGON ((74153.765 411982.158,74160.797 411975.98,74164.629 411980.529,74159.725 411984.613,74161.556 411986.821,74161.642 411986.925,74155.135 411992.349,74153.135 411989.978,74157.365 411986.456,74153.765 411982.158))","0580100000240445",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240445,"1993",Pand in gebruik,woonfunctie,"120","120","1",pand.c3f82c8e-3420-498f-9ee5-6d0bfffbdde0
"POLYGON ((74150.657 411973.84,74150.599 411973.778,74148.661 411975.413,74148.602 411975.338,74146.322 411972.624,74143.29 411973.671,74143.264 411973.596,74141.257 411967.703,74142.399 411967.314,74140.309 411961.281,74146.654 411959.102,74154.793 411968.819,74150.228 411972.622,74151.003 411973.552,74150.657 411973.84))","0580100000240446",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240446,"1993",Pand in gebruik,woonfunctie,"172","172","1",pand.11ac5841-6828-44b5-9bd6-31e3dc668a36
"POLYGON ((73842.082 412489.565,73844.408 412492.195,73842.765 412493.658,73840.439 412491.028,73842.082 412489.565))","0580100000240447",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240447,"1995",Pand in gebruik,,,,"0",pand.79d46085-629b-4a45-80db-058c8dc05bc7
"POLYGON ((73842.602 412067.897,73846.483 412073.562,73841.354 412077.062,73837.433 412071.438,73842.602 412067.897))","0580100000240449",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240449,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.6e867167-4e14-4f2f-9afd-33cb8fdca0df
"POLYGON ((73841.149 412607.218,73845.382 412603.374,73846.054 412602.763,73846.736 412602.143,73856.175 412593.571,73864.348 412602.571,73859.855 412606.652,73876.696 412625.196,73886.416 412616.368,73887.421 412617.482,73909.858 412597.254,73918.83 412607.151,73881.989 412640.532,73881.363 412641.099,73879.689 412639.254,73876.065 412642.542,73867.728 412633.449,73850.867 412614.884,73849.356 412616.255,73841.149 412607.218))","0580100000240450",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240450,"1981",Pand in gebruik,winkelfunctie,"1322","1322","1",pand.76884117-35d9-4107-a24f-f34925aa82dd
"POLYGON ((73834.602 412014.795,73840.355 412010.985,73843.051 412015.413,73848.039 412023.608,73845.327 412025.295,73848.591 412030.388,73846.082 412031.949,73842.904 412026.825,73834.602 412014.795))","0580100000240451",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240451,"1850",Pand in gebruik,woonfunctie,"219","219","1",pand.c9530822-16be-4249-beb6-8afb1cf491d1
"POLYGON ((73840.106 412614.225,73847.224 412622.308,73849.292 412624.657,73846.891 412626.772,73856.559 412637.752,73848.068 412645.23,73833.67 412657.909,73834.449 412658.793,73828.124 412664.363,73822.839 412658.363,73812.042 412667.871,73804.924 412659.788,73797.806 412651.704,73801.633 412648.333,73808.567 412642.229,73807.924 412641.499,73814.285 412635.897,73814.983 412636.69,73829.382 412624.01,73840.106 412614.225))","0580100000240452",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240452,"1987",Pand in gebruik,"industriefunctie,woonfunctie","372","1471","2",pand.71635f61-8303-4298-bcb4-800611bf49dd
"POLYGON ((73861.532 411993.527,73848.357 411999.468,73848.193 411999.155,73846.353 412000.0,73841.006 412002.456,73839.725 412000.0,73837.199 411995.155,73842.795 411992.372,73843.451 411993.842,73849.218 411991.184,73848.867 411990.402,73858.057 411986.119,73861.532 411993.527))","0580100000240453",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240453,"1930",Pand in gebruik,woonfunctie,"282","282","1",pand.d586efea-7385-423d-af33-f0d7b8f6e90e
"POLYGON ((73831.761 411912.118,73843.506 411906.817,73852.496 411922.422,73839.669 411928.253,73835.065 411918.111,73834.558 411918.316,73831.761 411912.118))","0580100000240454",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240454,"1996",Pand in gebruik,winkelfunctie,"240","240","1",pand.70d28a7a-b664-462d-aa4b-8e6f10d1d6a1
"POLYGON ((73835.565 412485.516,73837.215 412484.062,73839.465 412486.606,73837.822 412488.069,73835.565 412485.516))","0580100000240455",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240455,"1995",Pand in gebruik,,,,"0",pand.0324cf52-f0bb-4c9a-9d28-aa45817a1ffb
"POLYGON ((74387.137 411963.792,74395.146 411973.222,74389.998 411977.626,74384.814 411971.605,74381.979 411968.199,74381.986 411968.193,74383.745 411966.699,74386.612 411970.043,74389.566 411967.574,74386.692 411964.168,74387.137 411963.792))","0580100000240980",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240980,"1975",Pand in gebruik,woonfunctie,"120","120","1",pand.89ce03f8-e080-4308-a848-80714c0aa011
"POLYGON ((74384.301 411878.838,74386.722 411879.177,74386.124 411884.402,74383.705 411884.101,74383.69 411884.099,74384.301 411878.838))","0580100000240981",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240981,"1978",Pand in gebruik,,,,"0",pand.db8f5ba3-b68b-4bf7-b5ea-eadb3b31de9d
"POLYGON ((74383.69 411884.099,74383.705 411884.101,74386.124 411884.402,74386.336 411884.428,74386.331 411884.469,74385.558 411890.52,74383.005 411890.194,74382.581 411890.14,74383.358 411884.058,74383.69 411884.099))","0580100000240982",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240982,"1978",Pand in gebruik,,,,"0",pand.7aae227c-63e7-4166-9d2e-9128177bb68d
"POLYGON ((74382.088 411915.692,74379.945 411913.111,74384.569 411909.271,74386.712 411911.852,74382.088 411915.692))","0580100000240983",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240983,"1975",Pand in gebruik,overige gebruiksfunctie,"20","20","1",pand.13653a55-906e-4846-8e49-02c0e50ecd15
"POLYGON ((74378.734 411856.697,74380.967 411855.968,74382.574 411861.163,74380.343 411861.899,74378.734 411856.697))","0580100000240984",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240984,"1978",Pand in gebruik,,,,"0",pand.4399aa03-e85c-4336-9bd3-10c81370c32e
"POLYGON ((74381.978 411869.781,74379.55 411870.557,74378.844 411867.728,74381.308 411867.097,74381.978 411869.781))","0580100000240985",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240985,"1975",Pand in gebruik,,,,"0",pand.510b07ac-2817-4af4-a09d-bd95233daeaa
"POLYGON ((73763.815 412244.712,73766.61 412251.227,73762.878 412252.849,73763.379 412253.712,73758.131 412256.755,73757.501 412255.662,73754.571 412248.722,73763.815 412244.712))","0580100000241421",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241421,"1954",Pand in gebruik,overige gebruiksfunctie,"76","76","1",pand.508c906a-7fb5-4e8f-a503-eded9f801092
"POLYGON ((73764.884 412256.307,73766.388 412258.903,73761.126 412261.955,73759.628 412259.355,73764.884 412256.307))","0580100000241422",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241422,"1954",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.d321ee5a-be3d-447d-9ea5-27318ec4c356
"POLYGON ((73766.388 412258.903,73767.893 412261.498,73762.623 412264.554,73761.126 412261.955,73766.388 412258.903))","0580100000241423",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241423,"1954",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.f3bcdfdb-e040-4f3a-942f-153d410a7e37
"POLYGON ((73767.893 412261.498,73769.398 412264.093,73764.12 412267.154,73762.623 412264.554,73767.893 412261.498))","0580100000241424",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241424,"1954",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.13aa0386-0363-4c24-9ebb-9df593008063
"POLYGON ((73626.785 412068.304,73633.21 412065.153,73635.152 412069.162,73635.935 412070.779,73629.511 412073.928,73628.713 412072.281,73626.785 412068.304))","0580100000241425",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241425,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.cea321d5-d781-46dc-9cbb-b59ce3a2a3bc
"POLYGON ((73399.07 412359.775,73401.04 412361.965,73396.534 412366.099,73394.512 412363.851,73399.07 412359.775))","0580100000241426",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241426,"1987",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.d60fbf41-e619-4365-9662-af1cd1845857
"POLYGON ((73812.11 412308.904,73815.956 412315.582,73816.539 412316.406,73816.787 412316.252,73818.063 412318.245,73817.905 412318.337,73813.974 412320.639,73813.502 412319.894,73812.233 412317.761,73811.237 412318.354,73809.475 412315.391,73810.391 412314.846,73808.229 412311.213,73812.11 412308.904))","0580100000241428",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241428,"1938",Pand in gebruik,woonfunctie,"73","73","1",pand.cf1a6599-c628-4aeb-9c5b-e8dc3291b504
"POLYGON ((73830.052 412077.091,73835.697 412074.562,73838.578 412080.717,73832.839 412083.312,73830.052 412077.091))","0580100000240456",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240456,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.35502514-fa84-44b6-bcf3-172cb677fa9f
"POLYGON ((73838.307 411895.581,73849.152 411890.64,73851.554 411896.208,73845.973 411898.718,73846.133 411899.081,73840.811 411901.379,73838.307 411895.581))","0580100000240457",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240457,"1960",Pand in gebruik,"overige gebruiksfunctie,woonfunctie","18","85","5",pand.4ced9e03-f3a4-4cd4-8ea5-14e6424a822b
"POLYGON ((73776.762 412409.645,73773.44 412405.881,73786.638 412394.237,73789.959 412398.001,73790.754 412397.299,73798.926 412406.562,73796.952 412408.303,73801.951 412413.961,73803.735 412412.385,73806.654 412415.689,73806.882 412415.491,73821.362 412431.881,73821.339 412431.901,73831.992 412443.959,73831.22 412444.641,73831.273 412444.701,73833.918 412442.364,73838.348 412447.378,73837.973 412447.709,73835.702 412449.715,73835.755 412449.775,73836.527 412449.093,73839.341 412452.278,73835.032 412456.085,73831.884 412458.866,73815.365 412440.263,73812.868 412442.466,73811.082 412440.442,73814.276 412437.623,73806.549 412428.865,73804.509 412430.665,73787.758 412411.679,73789.1 412410.494,73785.038 412405.89,73782.541 412408.093,73780.781 412406.099,73776.762 412409.645))","0580100000240458",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240458,"2006",Pand in gebruik,woonfunctie,"57","110","12",pand.c6bc401e-f735-420b-9e84-6b5d760b1ba1
"POLYGON ((73711.844 412211.879,73713.679 412213.929,73710.743 412216.556,73708.908 412214.506,73711.844 412211.879))","0580100000240459",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240459,"1955",Pand in gebruik,,,,"0",pand.df096078-177d-47a1-82fe-374b5d7a6617
"POLYGON ((73709.916 412207.427,73710.259 412207.117,73710.289 412207.09,73712.08 412209.071,73712.036 412209.111,73709.165 412211.706,73707.374 412209.725,73709.916 412207.427))","0580100000240460",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240460,"1954",Pand in gebruik,,,,"0",pand.333be747-6a86-418e-8e2e-daf6e334740e
"POLYGON ((73708.123 411784.714,73708.406 411784.546,73713.167 411792.551,73707.68 411795.796,73701.13 411784.72,73702.871 411783.691,73704.68 411786.75,73708.123 411784.714))","0580100000240461",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240461,"1930",Pand in gebruik,woonfunctie,"103","103","1",pand.4c29cccb-ccb3-445a-b1d6-c4c5f993a60a
"POLYGON ((74380.967 411855.968,74378.734 411856.697,74376.88 411850.698,74382.226 411848.128,74383.697 411852.58,74379.918 411852.58,74380.967 411855.968))","0580100000240986",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240986,"1978",Pand in gebruik,,,,"0",pand.5509b104-2c51-40d4-b1e6-1cc801f74658
"POLYGON ((74373.233 411978.818,74373.842 411978.292,74371.03 411974.98,74372.773 411973.449,74375.655 411976.793,74378.409 411974.447,74383.564 411980.516,74378.404 411984.906,74373.233 411978.818))","0580100000240987",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240987,"1975",Pand in gebruik,woonfunctie,"120","120","1",pand.3991af3c-6621-42ab-a533-461deb49492e
"POLYGON ((74376.098 411908.478,74379.295 411902.92,74381.684 411905.798,74382.425 411906.69,74377.8 411910.53,74377.06 411909.638,74376.098 411908.478))","0580100000240988",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240988,"1975",Pand in gebruik,overige gebruiksfunctie,"22","22","1",pand.41b2f2bf-6a81-4cf6-bb7d-cf1504d872f0
"POLYGON ((74373.705 411908.181,74374.432 411902.317,74375.668 411902.47,74379.295 411902.92,74376.098 411908.478,74374.941 411908.334,74373.705 411908.181))","0580100000240989",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240989,"1975",Pand in gebruik,overige gebruiksfunctie,"22","22","1",pand.39290e6c-b4ca-413b-9868-8490eb3f366a
"POLYGON ((74373.705 411908.181,74372.334 411908.011,74371.315 411907.889,74370.697 411907.815,74371.425 411901.944,74372.042 411902.021,74374.432 411902.317,74373.705 411908.181))","0580100000240990",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240990,"1975",Pand in gebruik,overige gebruiksfunctie,"18","18","1",pand.946456e8-4a37-4f1a-b9f8-95f0caf1f7b0
"POLYGON ((74373.281 411952.763,74375.178 411954.437,74372.772 411957.231,74370.855 411955.58,74373.281 411952.763))","0580100000240991",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240991,"1975",Pand in gebruik,,,,"0",pand.e9841671-0c52-43e8-9431-2907624843b7
"POLYGON ((74375.178 411954.437,74373.281 411952.763,74375.314 411950.404,74377.23 411952.055,74375.178 411954.437))","0580100000240992",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240992,"1975",Pand in gebruik,,,,"0",pand.46904baa-694f-4bf7-a0bb-8f5ca2f5e33f
"POLYGON ((74156.816 411879.843,74145.079 411883.796,74143.052 411877.776,74150.744 411875.186,74152.243 411879.636,74156.287 411878.274,74156.816 411879.843))","0580100000240993",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240993,"1972",Pand in gebruik,woonfunctie,"90","90","1",pand.d0b42e75-297f-4a8c-87a3-61546c075dfc
"POLYGON ((74151.37 412018.684,74156.088 412014.758,74161.292 412021.094,74158.274 412023.593,74161.0 412026.812,74159.28 412028.281,74156.531 412024.968,74151.37 412018.684))","0580100000240994",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240994,"1972",Pand in gebruik,woonfunctie,"86","86","1",pand.268acdb1-c8da-4ede-94ca-71ab2367da18
"POLYGON ((74148.48 412079.807,74155.565 412073.873,74156.525 412074.868,74157.13 412074.267,74160.595 412078.654,74157.702 412080.998,74158.764 412082.279,74153.929 412086.346,74148.48 412079.807))","0580100000240995",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240995,"1975",Pand in gebruik,woonfunctie,"135","135","1",pand.85a88205-2159-4bd8-9069-a88ebfeaa8b5
"POLYGON ((73711.569 411881.517,73711.827 411882.1,73715.279 411888.29,73706.118 411892.45,73700.343 411895.073,73700.554 411895.484,73694.793 411897.554,73694.606 411897.692,73694.588 411897.659,73690.897 411890.687,73698.464 411887.103,73711.569 411881.517))","0580100000240462",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240462,"1985",Pand in gebruik,"winkelfunctie,woonfunctie","87","173","2",pand.2346ea85-4c5d-4420-a511-5f580b1d7ed1
"POLYGON ((73708.908 412214.506,73710.743 412216.556,73707.894 412219.106,73706.059 412217.056,73708.908 412214.506))","0580100000240463",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240463,"1955",Pand in gebruik,,,,"0",pand.050d6e72-ffa3-4b3d-84a7-e16bf80f1437
"POLYGON ((73705.977 412325.025,73707.108 412324.017,73707.653 412323.531,73709.069 412325.119,73710.062 412326.233,73708.218 412327.877,73707.225 412326.763,73705.809 412325.175,73705.977 412325.025))","0580100000240464",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240464,"2006",Pand in gebruik,,,,"0",pand.d5046a0a-5d2f-46da-b361-6c952cb3330f
"POLYGON ((73712.797 412071.256,73715.128 412070.084,73715.998 412071.816,73712.308 412073.671,73713.971 412076.979,73709.625 412079.163,73710.446 412080.796,73705.778 412082.636,73702.657 412076.427,73712.797 412071.256))","0580100000240465",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240465,"1900",Pand in gebruik,woonfunctie,"94","94","1",pand.aa094661-103e-4b55-b456-2d62db89c703
"POLYGON ((73703.882 412119.898,73704.912 412121.941,73702.74 412123.037,73701.724 412120.986,73700.868 412119.3,73703.278 412118.122,73704.113 412119.786,73703.882 412119.898))","0580100000240466",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240466,"1956",Pand in gebruik,,,,"0",pand.12a973fc-718b-4296-be90-01b4718c8768
"POLYGON ((73685.8 411862.853,73686.186 411862.722,73686.106 411862.45,73692.44 411860.721,73692.859 411861.951,73692.464 411862.068,73693.499 411865.254,73702.972 411862.479,73704.852 411867.753,73696.147 411870.442,73695.399 411870.662,73694.553 411870.911,73689.068 411872.156,73685.8 411862.853))","0580100000240467",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240467,"1900",Pand in gebruik,"bijeenkomstfunctie,woonfunctie","92","123","2",pand.ec1474b5-e974-4428-85e4-563d436e7229
"POLYGON ((73532.219 411969.288,73539.03 411966.942,73541.116 411972.998,73534.305 411975.345,73532.219 411969.288))","0580100000240468",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240468,"1955",Pand in gebruik,woonfunctie,"83","83","1",pand.77e93854-1d4a-4686-a816-65a781b5c59b
"POLYGON ((73973.556 411887.477,73980.79 411884.452,73983.194 411890.201,73975.96 411893.226,73973.556 411887.477))","0580100000241002",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241002,"1967",Pand in gebruik,woonfunctie,"86","86","1",pand.7412f4d1-ab9b-41ba-b378-e12dd4949762
"POLYGON ((73530.351 411963.741,73535.417 411961.966,73537.411 411961.238,73538.7 411964.919,73536.697 411965.621,73531.632 411967.396,73530.351 411963.741))","0580100000240469",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240469,"1948",Pand in gebruik,,,,"0",pand.0fc298eb-12f8-4aec-a9c5-61095ced365f
"POLYGON ((74165.345 411896.456,74162.697 411897.338,74150.97 411901.287,74149.007 411895.457,74160.773 411891.494,74160.995 411892.153,74156.904 411893.53,74158.146 411897.217,74162.197 411895.853,74164.847 411894.961,74165.345 411896.456))","0580100000240996",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240996,"1972",Pand in gebruik,woonfunctie,"90","90","1",pand.91260267-8b02-4724-beec-c012ea757cc8
"POLYGON ((74148.661 411975.413,74150.599 411973.778,74150.657 411973.84,74152.527 411976.085,74157.427 411971.98,74160.797 411975.98,74153.765 411982.158,74150.354 411978.086,74146.169 411981.572,74146.12 411981.612,74144.118 411979.222,74144.128 411979.214,74148.661 411975.413))","0580100000240997",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240997,"1993",Pand in gebruik,woonfunctie,"116","116","1",pand.b0c00df8-1ae7-4083-9a19-736b1e3dd51a
"POLYGON ((74147.043 411889.627,74158.787 411885.671,74158.985 411886.259,74154.934 411887.623,74156.197 411891.373,74160.271 411890.001,74160.773 411891.494,74149.007 411895.457,74147.043 411889.627))","0580100000240998",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240998,"1972",Pand in gebruik,woonfunctie,"90","90","1",pand.b4f0d652-5599-42cb-b86d-75da2b59c426
"POLYGON ((74145.079 411883.796,74156.816 411879.843,74157.031 411880.481,74153.011 411881.835,74154.232 411885.461,74158.259 411884.104,74158.787 411885.671,74147.043 411889.627,74145.079 411883.796))","0580100000240999",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240999,"1972",Pand in gebruik,woonfunctie,"90","90","1",pand.4197648d-d04b-44fa-ad3c-0ba983ed81e1
"POLYGON ((74137.897 411994.137,74142.194 411990.551,74148.287 411997.824,74143.998 412001.409,74137.897 411994.137))","0580100000241000",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241000,"1993",Pand in gebruik,woonfunctie,"103","103","1",pand.d2bf1a66-6c21-42ce-aa2e-d38c97eb3f29
"POLYGON ((73971.059 411867.977,73976.825 411866.169,73977.621 411868.707,73971.855 411870.515,73971.059 411867.977))","0580100000241001",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241001,"1964",Pand in gebruik,,,,"0",pand.843a73b6-80d7-490b-952d-08b80dd4a8e3
"POLYGON ((73975.779 412312.063,73969.101 412316.368,73965.92 412311.432,73974.769 412305.729,73976.018 412307.666,73973.847 412309.065,73975.779 412312.063))","0580100000241003",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241003,"1947",Pand in gebruik,woonfunctie,"67","67","1",pand.c374d30b-c055-4a96-b1ad-eacd23dc86d3
"POLYGON ((73527.945 412141.474,73531.238 412140.285,73532.128 412142.621,73528.851 412143.849,73527.945 412141.474))","0580100000240471",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240471,"1967",Pand in gebruik,,,,"0",pand.6cc274e6-9b79-441a-a14a-6f5bf89f1690
"POLYGON ((73525.262 411949.34,73532.342 411946.93,73534.656 411953.628,73534.835 411953.567,73535.503 411955.53,73535.333 411955.588,73531.13 411957.019,73531.542 411958.23,73528.627 411959.223,73525.262 411949.34))","0580100000240472",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240472,"1948",Pand in gebruik,woonfunctie,"114","114","1",pand.7aa49bce-8692-4ae5-a2b8-45adcc2ab18c
"POLYGON ((73978.565 411823.813,73978.195 411822.687,73978.386 411822.619,73975.769 411814.843,73975.706 411814.864,73975.252 411813.411,73980.348 411811.749,73983.527 411810.712,73985.503 411816.683,73982.564 411817.661,73984.013 411822.029,73978.565 411823.813))","0580100000241004",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241004,"1996",Pand in gebruik,woonfunctie,"132","132","1",pand.8f8a2b16-1c81-4c65-81cb-eb5c23100041
"POLYGON ((73971.151 411881.728,73978.385 411878.703,73980.79 411884.452,73973.556 411887.477,73971.151 411881.728))","0580100000241005",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241005,"1967",Pand in gebruik,woonfunctie,"86","86","1",pand.331e191b-111c-463c-a885-477e56fb84d3
"POLYGON ((73972.103 412419.511,73973.122 412420.65,73973.124 412420.648,73976.949 412424.909,73973.973 412427.571,73969.136 412422.166,73970.044 412421.353,73963.983 412415.153,73966.101 412413.004,73972.103 412419.511))","0580100000241006",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241006,"1962",Pand in gebruik,,,,"0",pand.bc11b878-89e2-4c85-9b70-7664aa5fdb81
"POLYGON ((73969.101 412316.368,73975.779 412312.063,73977.598 412314.885,73979.814 412313.457,73981.176 412315.571,73972.281 412321.303,73969.101 412316.368))","0580100000241007",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241007,"1947",Pand in gebruik,woonfunctie,"67","67","1",pand.39c72627-1a33-437e-ba87-5cddf5b7c432
"POLYGON ((73965.966 411851.963,73971.714 411850.101,73973.939 411856.968,73968.191 411858.831,73965.966 411851.963))","0580100000241008",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241008,"1964",Pand in gebruik,woonfunctie,"88","88","1",pand.58173e7d-32b8-4225-abcf-2963e0d425b7
