WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid
"POLYGON ((73673.957 411862.223,73678.814 411860.264,73678.919 411860.222,73679.282 411860.076,73684.433 411873.523,73683.659 411873.757,73680.518 411874.695,73679.424 411875.07,73679.335 411875.09,73673.957 411862.223))","0580100000242305",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242305,"1900",Pand in gebruik,woonfunctie,"169","169","1",pand.f54849b2-246d-4f5c-b249-68c39bb2e893
"POLYGON ((73453.735 412329.266,73456.01 412327.213,73460.04 412331.66,73457.754 412333.72,73453.735 412329.266))","0580100000247964",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247964,"1989",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.e87e9624-ebfa-4c53-8933-6f302e2ba258
"POLYGON ((73844.243 412142.798,73841.099 412144.185,73839.04 412139.518,73842.184 412138.131,73844.243 412142.798))","0580100000246085",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246085,"1925",Pand in gebruik,,,,"0",pand.f2325af8-249a-417c-9c87-8500d615166d
"POLYGON ((73659.957 411858.603,73664.404 411857.136,73664.691 411857.472,73665.042 411857.302,73667.143 411861.723,73671.914 411876.821,73666.52 411878.294,73661.604 411862.347,73659.957 411858.603))","0580100000242306",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242306,"1915",Pand in gebruik,woonfunctie,"185","185","1",pand.8fe5721f-d9ed-41e3-a340-22246862b641
"POLYGON ((74269.011 411833.428,74259.414 411836.641,74256.515 411828.044,74266.106 411824.81,74269.011 411833.428))","0580100000243328",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243328,"1974",Pand in gebruik,woonfunctie,"156","156","1",pand.60681773-f62f-4915-bbd5-d13b52ae352f
"POLYGON ((73620.584 411791.089,73623.186 411789.734,73623.408 411789.618,73625.734 411794.083,73634.158 411789.693,73637.832 411796.742,73629.407 411801.132,73628.005 411798.442,73625.182 411799.913,73620.584 411791.089))","0580100000248459",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000248459,"1900",Pand in gebruik,woonfunctie,"154","154","1",pand.787d35e6-3918-401f-bd46-603f28911cf3
"POLYGON ((73701.915 412002.687,73709.101 412000.337,73711.88 412008.554,73704.807 412010.983,73701.915 412002.687))","0580100000248460",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000248460,"1958",Pand in gebruik,overige gebruiksfunctie,"32","32","1",pand.ffb41f49-9e9a-4be6-b36c-03d287614cfd
"POLYGON ((73917.864 412172.743,73918.951 412175.105,73914.958 412176.941,73913.872 412174.579,73917.864 412172.743))","0580100000245048",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000245048,"1957",Pand in gebruik,,,,"0",pand.e9d93b1a-22a5-4741-9d58-66386767331d
"POLYGON ((73586.725 412282.074,73587.319 412279.36,73591.833 412280.348,73591.239 412283.062,73586.725 412282.074))","0580100000246071",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246071,"1979",Pand in gebruik,,,,"0",pand.25ef8fdb-1a27-4d5e-b52e-3b080d62c2e0
"POLYGON ((73594.119 412274.089,73597.183 412271.462,73599.276 412273.904,73596.212 412276.531,73594.119 412274.089))","0580100000246072",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246072,"1979",Pand in gebruik,,,,"0",pand.da6d5bdd-c934-4bbc-9bff-76cc900e4dba
"POLYGON ((73580.56 412199.367,73582.841 412202.074,73579.628 412204.782,73577.347 412202.074,73580.56 412199.367))","0580100000246073",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246073,"1980",Pand in gebruik,,,,"0",pand.99633520-a702-41df-bed2-c1e1e515e378
"POLYGON ((73620.813 412240.06,73617.681 412242.753,73614.519 412239.074,73617.65 412236.382,73620.813 412240.06))","0580100000246074",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246074,"1980",Pand in gebruik,,,,"0",pand.84ec4d8b-5a23-4357-b493-6a6ae94edaaa
"POLYGON ((73803.714 412034.659,73809.505 412033.504,73814.772 412031.287,73814.972 412031.168,73818.941 412042.254,73813.025 412044.252,73807.356 412046.109,73803.714 412034.659))","0580100000240753",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240753,"1850",Pand in gebruik,"industriefunctie,woonfunctie","80","123","2",pand.f1bf588a-8370-4453-8444-672ee68b0c98
"POLYGON ((73814.972 412031.168,73818.289 412029.185,73823.129 412040.912,73825.282 412045.728,73826.174 412047.723,73826.237 412047.692,73826.947 412049.816,73825.767 412050.222,73825.111 412048.223,73821.54 412049.69,73818.941 412042.254,73814.972 412031.168))","0580100000240754",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240754,"1950",Pand in gebruik,woonfunctie,"146","146","1",pand.63c99cd6-5033-4a66-af9f-32c328bf1859
"POLYGON ((73801.494 412081.054,73802.48 412083.26,73798.921 412084.851,73797.945 412082.678,73801.494 412081.054))","0580100000240755",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240755,"1956",Pand in gebruik,,,,"0",pand.61ba757b-0a92-4ba3-8d5e-e5deb2cd04dd
"POLYGON ((73682.485 412073.57,73688.892 412070.412,73691.669 412075.969,73685.271 412079.147,73682.485 412073.57))","0580100000240756",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240756,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.863accd0-acee-45ab-8207-81d674b5ce7a
"POLYGON ((73679.721 412068.038,73686.105 412064.832,73687.567 412067.76,73688.892 412070.412,73682.485 412073.57,73679.721 412068.038))","0580100000240757",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240757,"1956",Pand in gebruik,woonfunctie,"79","79","1",pand.82b257e5-b2c0-47ea-be2b-a709a6c5ee71
"POLYGON ((73676.931 412062.454,73683.317 412059.253,73686.105 412064.832,73679.721 412068.038,73676.931 412062.454))","0580100000240758",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240758,"1956",Pand in gebruik,woonfunctie,"79","79","1",pand.ee88011c-6540-4d4d-a36f-b4262785c2a1
"POLYGON ((73674.136 412056.859,73680.545 412053.705,73683.317 412059.253,73676.931 412062.454,73674.136 412056.859))","0580100000240759",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240759,"1956",Pand in gebruik,woonfunctie,"79","79","1",pand.c338fd10-ccd7-4b20-9011-d21ef1eca3ee
"POLYGON ((74184.689 411763.815,74183.981 411771.686,74183.815 411773.461,74183.694 411774.742,74183.55 411776.28,74181.127 411776.623,74180.215 411771.029,74173.917 411772.06,74172.544 411763.654,74179.077 411762.529,74179.365 411764.342,74184.689 411763.815))","0580100000243329",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243329,"1988",Pand in gebruik,woonfunctie,"142","142","1",pand.6c790a16-e6fa-414f-b057-d6829bcbba17
"POLYGON ((74184.689 411763.815,74190.086 411763.28,74190.727 411761.53,74196.891 411763.749,74193.943 411771.905,74187.92 411769.78,74187.513 411771.061,74183.981 411771.686,74184.689 411763.815))","0580100000243330",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243330,"1988",Pand in gebruik,woonfunctie,"130","130","1",pand.dcd155c5-1892-4175-94ee-fb4e114e2e5c
"POLYGON ((74301.224 411942.834,74304.441 411941.748,74311.084 411939.523,74314.059 411948.457,74304.191 411951.743,74301.224 411942.834))","0580100000243331",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243331,"1974",Pand in gebruik,woonfunctie,"156","156","1",pand.77948ee6-3db6-4d4a-a130-59a3cc2247a9
"POLYGON ((74298.44 411934.475,74303.329 411932.847,74303.211 411932.493,74308.19 411930.835,74311.084 411939.523,74304.441 411941.748,74301.224 411942.834,74298.44 411934.475))","0580100000243332",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243332,"1974",Pand in gebruik,woonfunctie,"156","156","1",pand.fe3b975c-51e2-4519-851d-9f4733fe0eba
"POLYGON ((74290.714 411927.063,74300.322 411923.818,74303.211 411932.493,74303.329 411932.847,74298.44 411934.475,74293.707 411936.051,74290.714 411927.063))","0580100000243333",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243333,"1974",Pand in gebruik,woonfunctie,"156","156","1",pand.67309d80-98d9-48b3-9e28-77f44537e347
"POLYGON ((73620.369 411910.757,73640.561 411904.072,73643.472 411913.612,73641.213 411914.299,73641.517 411915.102,73634.389 411917.653,73625.294 411920.977,73620.369 411910.757))","0580100000242307",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242307,"1900",Pand in gebruik,"overige gebruiksfunctie,woonfunctie","182","222","2",pand.8f384e18-7225-46c8-ac2a-8ef219628d97
"POLYGON ((73917.628 412157.945,73919.907 412162.107,73914.352 412165.195,73912.074 412161.034,73917.628 412157.945))","0580100000245049",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000245049,"1911",Pand in gebruik,,,,"0",pand.eeb7cc6b-db5d-4304-bf4e-ed93e74fea45
"POLYGON ((73573.139 411932.967,73579.156 411930.848,73581.637 411937.893,73578.151 411939.121,73579.293 411942.362,73576.742 411943.26,73573.139 411932.967))","0580100000242308",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242308,"1948",Pand in gebruik,woonfunctie,"87","87","1",pand.761ca400-2600-494d-bd88-9bec63031113
"POLYGON ((73921.758 412216.992,73923.904 412216.084,73924.81 412218.224,73922.664 412219.133,73921.758 412216.992))","0580100000245050",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000245050,"1957",Pand in gebruik,,,,"0",pand.f0c2f836-911f-4069-8cd7-3ff69ceec97d
"POLYGON ((73532.342 411946.93,73539.312 411944.557,73542.729 411954.378,73539.998 411955.336,73538.922 411952.176,73534.835 411953.567,73534.656 411953.628,73532.342 411946.93))","0580100000242309",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242309,"1948",Pand in gebruik,woonfunctie,"106","106","1",pand.f10ad595-2e8e-415f-a4f3-2767584da64a
"POLYGON ((73915.278 412177.437,73920.992 412175.153,73922.933 412180.008,73917.22 412182.293,73915.278 412177.437))","0580100000245051",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000245051,"1957",Pand in gebruik,,,,"0",pand.555bd520-6707-4bbf-9092-4bdbbf683889
"POLYGON ((73546.715 411942.036,73553.938 411939.577,73557.558 411950.122,73554.194 411951.268,73553.856 411950.274,73550.022 411951.579,73549.067 411948.773,73549.044 411948.781,73546.715 411942.036))","0580100000242310",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242310,"1948",Pand in gebruik,woonfunctie,"116","116","1",pand.fa3f4424-58ea-4309-a6dc-f65f4fd47cfc
"POLYGON ((73539.312 411944.557,73546.715 411942.036,73549.044 411948.781,73548.553 411948.949,73549.576 411951.955,73546.001 411953.173,73544.961 411950.12,73542.02 411951.121,73543.067 411954.26,73542.729 411954.378,73539.312 411944.557))","0580100000242311",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242311,"1948",Pand in gebruik,woonfunctie,"107","107","1",pand.17feecd3-66c2-4984-8ffc-5f1ba76ff66a
"POLYGON ((73875.144 412424.343,73877.122 412422.606,73878.83 412424.662,73882.576 412428.835,73875.084 412435.56,73869.535 412429.378,73875.144 412424.343))","0580100000243726",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243726,"1920",Pand in gebruik,woonfunctie,"141","141","1",pand.47a0b5e0-8162-4153-86e0-ecbe78b8feb5
"POLYGON ((74022.647 412292.818,74023.629 412294.592,74018.505 412297.781,74015.381 412292.49,74017.157 412291.354,74019.99 412289.58,74018.481 412287.171,74026.363 412282.234,74030.077 412288.164,74022.647 412292.818))","0580100000243727",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243727,"1918",Pand in gebruik,woonfunctie,"142","142","1",pand.946f443b-bab6-41df-a0b9-d328cd072d3d
"POLYGON ((74027.245 412316.896,74026.047 412317.812,74022.021 412312.044,74023.178 412311.287,74028.18 412307.659,74024.059 412301.975,74031.666 412296.459,74037.071 412303.913,74028.685 412309.994,74031.469 412313.834,74027.245 412316.896))","0580100000243728",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243728,"1920",Pand in gebruik,woonfunctie,"211","211","1",pand.9b93318a-f602-49a0-ad78-35bab9e2ce5d
"POLYGON ((73441.771 412142.369,73447.175 412143.664,73444.998 412152.748,73439.594 412151.453,73441.771 412142.369))","0580100000247029",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247029,"1981",Pand in gebruik,woonfunctie,"83","83","1",pand.e8629b2f-8922-4cb2-a6fd-81e1d483317b
"POLYGON ((73578.976 411886.874,73575.487 411888.094,73573.458 411882.292,73576.946 411881.072,73578.976 411886.874))","0580100000247492",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247492,"1850",Pand in gebruik,,,,"0",pand.2ddf6c62-3c39-4164-b5f3-432c2430985c
"POLYGON ((74284.092 411910.155,74293.787 411906.873,74297.103 411905.75,74299.949 411914.295,74297.43 411915.134,74296.628 411915.401,74296.709 411915.643,74287.902 411918.618,74287.888 411918.577,74286.995 411918.874,74284.092 411910.155))","0580100000243334",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243334,"1974",Pand in gebruik,woonfunctie,"182","182","1",pand.8f92294f-6c24-40bb-ad4f-a0bc67ca459f
"POLYGON ((74290.951 411898.357,74292.675 411903.535,74295.997 411902.429,74297.103 411905.75,74293.787 411906.873,74284.092 411910.155,74281.177 411901.401,74282.049 411901.111,74290.889 411898.172,74290.951 411898.357))","0580100000243335",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243335,"1974",Pand in gebruik,woonfunctie,"172","172","1",pand.10512a0f-ce42-4322-9496-2c4a001d1912
"POLYGON ((74290.951 411898.357,74290.889 411898.172,74282.049 411901.111,74279.184 411892.508,74288.877 411889.227,74290.881 411888.548,74293.866 411897.368,74291.821 411898.067,74290.951 411898.357))","0580100000243336",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243336,"1974",Pand in gebruik,woonfunctie,"175","175","1",pand.6baba9eb-08a8-42d8-b93e-98fcb57641b0
"POLYGON ((73890.716 412125.337,73888.601 412126.427,73885.797 412120.983,73884.559 412118.521,73884.199 412117.823,73886.291 412116.746,73890.716 412125.337))","0580100000245052",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000245052,"1957",Pand in gebruik,,,,"0",pand.b14d9a10-b7e1-4618-a94d-b9cb76a4ed35
"POLYGON ((73835.302 412333.67,73837.8 412336.998,73834.11 412339.768,73831.612 412336.439,73835.302 412333.67))","0580100000246526",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246526,"1938",Pand in gebruik,,,,"0",pand.5f607c9a-8999-47ec-9e2d-61d9aeef051d
"POLYGON ((73831.334 412338.431,73834.823 412342.512,73830.466 412346.237,73826.977 412342.156,73831.334 412338.431))","0580100000246527",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246527,"1935",Pand in gebruik,,,,"0",pand.e2d3af34-9ccd-4ac7-ad23-a0252a3645b9
"POLYGON ((73834.488 412351.067,73830.477 412346.458,73835.92 412342.833,73839.218 412347.581,73834.488 412351.067))","0580100000246528",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246528,"1935",Pand in gebruik,,,,"0",pand.01b1fc91-5247-4cd7-b38d-1c385ea00a8b
"POLYGON ((73838.225 412344.572,73842.786 412341.167,73844.435 412343.531,73845.996 412342.459,73847.598 412345.262,73841.604 412349.551,73838.225 412344.572))","0580100000246529",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246529,"1940",Pand in gebruik,,,,"0",pand.1b1989d1-7ec5-4193-ba5e-b09fa5ad8ad4
"POLYGON ((73559.913 411962.892,73568.673 411959.852,73570.619 411965.461,73561.866 411968.499,73559.913 411962.892))","0580100000242312",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000242312,"1972",Pand in gebruik,bijeenkomstfunctie,"55","55","1",pand.e31b60d3-bec8-4de2-b15e-051db8c57443
"POLYGON ((73636.86 411710.425,73638.296 411709.481,73640.055 411712.781,73640.306 411713.251,73636.618 411715.346,73636.368 411714.863,73636.07 411714.287,73625.531 411720.248,73621.961 411713.937,73629.493 411709.676,73631.6 411713.4,73636.86 411710.425))","0580100000243729",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243729,"1957",Pand in gebruik,woonfunctie,"144","144","1",pand.8d894e00-067b-45dc-a880-10aa21351326
"POLYGON ((73730.675 412057.624,73730.471 412057.097,73730.216 412057.196,73728.667 412053.852,73731.363 412052.479,73733.204 412056.436,73730.675 412057.624))","0580100000243730",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243730,"1915",Pand in gebruik,,,,"0",pand.bac9c253-87b6-498e-86eb-fd7723e08c52
"POLYGON ((73538.62 412264.779,73540.345 412266.747,73536.284 412270.307,73535.0 412268.837,73534.563 412268.336,73538.62 412264.779))","0580100000248462",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000248462,"1979",Pand in gebruik,overige gebruiksfunctie,"14","14","1",pand.cf77e4b3-1f69-48f7-9b94-981573a7fc93
"POLYGON ((73844.472 412322.387,73841.327 412323.813,73838.139 412316.784,73841.283 412315.358,73844.472 412322.387))","0580100000246086",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246086,"1936",Pand in gebruik,,,,"0",pand.af222386-cc50-4d02-b87d-14b974976330
"POLYGON ((73834.814 412323.029,73836.716 412326.28,73832.29 412328.869,73830.388 412325.618,73834.814 412323.029))","0580100000246087",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246087,"1938",Pand in gebruik,,,,"0",pand.d0cb1d96-95f2-4aa9-8324-c7b443ead123
"POLYGON ((73671.393 412051.369,73677.807 412048.225,73680.545 412053.705,73674.136 412056.859,73671.393 412051.369))","0580100000240760",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240760,"1956",Pand in gebruik,woonfunctie,"79","79","1",pand.3129d97e-be9d-4a3f-b2d1-3d4ca3d17da8
"POLYGON ((73936.416 411827.798,73941.393 411826.158,73940.931 411824.734,73944.165 411823.64,73946.133 411829.623,73943.192 411830.595,73944.633 411834.966,73939.193 411836.786,73938.819 411835.633,73939.008 411835.571,73936.416 411827.798))","0580100000240761",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240761,"1996",Pand in gebruik,woonfunctie,"125","125","1",pand.275cd348-a000-4018-929c-253864f4d4a7
"POLYGON ((73861.759 411889.635,73859.995 411885.703,73862.721 411884.462,73864.541 411888.588,73861.759 411889.635))","0580100000247496",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247496,"1960",Pand in gebruik,overige gebruiksfunctie,"18","18","1",pand.0a7628aa-465f-4636-877c-31f6399f7ac8
"POLYGON ((73722.224 412088.124,73727.571 412086.371,73729.736 412092.977,73729.932 412092.913,73731.048 412096.317,73725.544 412098.121,73722.224 412088.124))","0580100000247497",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247497,"1931",Pand in gebruik,woonfunctie,"95","95","1",pand.49be0fb8-3f23-427e-8db7-b5b34edc0942
"POLYGON ((74288.877 411889.227,74279.184 411892.508,74276.26 411883.728,74285.969 411880.495,74288.877 411889.227))","0580100000243337",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243337,"2007",Pand in gebruik,woonfunctie,"161","161","1",pand.3a30bd17-f591-4be9-ad91-46b6dc092c20
"POLYGON ((74141.118 411821.986,74145.421 411819.416,74146.514 411821.192,74146.664 411821.108,74151.504 411829.602,74146.691 411832.328,74143.799 411827.223,74141.231 411828.678,74138.334 411823.563,74141.118 411821.986))","0580100000243338",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243338,"1987",Pand in gebruik,woonfunctie,"126","126","1",pand.3672b9fe-727f-4cab-95fe-989364b2761f
"POLYGON ((74146.664 411821.108,74151.336 411818.461,74150.328 411816.682,74153.111 411815.106,74156.031 411820.26,74153.55 411821.666,74156.456 411826.797,74151.504 411829.602,74146.664 411821.108))","0580100000243339",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243339,"1987",Pand in gebruik,woonfunctie,"115","115","1",pand.4b782fe9-e229-4b88-b009-89c31ce2a932
"POLYGON ((74180.224 411808.426,74184.571 411807.239,74184.795 411808.058,74188.673 411806.999,74191.052 411815.71,74182.737 411817.981,74182.356 411816.586,74180.224 411808.426))","0580100000243340",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243340,"1985",Pand in gebruik,woonfunctie,"122","122","1",pand.8aa5c4cc-1796-4501-af23-870de1f70083
"POLYGON ((74172.088 411809.579,74174.146 411817.374,74166.237 411819.534,74165.005 411815.025,74163.05 411815.559,74162.157 411812.292,74172.088 411809.579))","0580100000243341",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243341,"1985",Pand in gebruik,woonfunctie,"113","113","1",pand.3cff96e7-7098-4ae8-bac1-dfb6c569dc44
"POLYGON ((73553.555 411883.923,73549.39 411885.394,73546.412 411876.944,73550.538 411875.47,73553.555 411883.923))","0580100000247007",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247007,"1850",Pand in gebruik,,,,"0",pand.75b83f9e-6c7d-4356-a952-c43b6c6e4961
"POLYGON ((73367.393 412108.995,73367.257 412109.079,73368.636 412111.666,73368.5 412111.75,73371.298 412116.554,73368.647 412118.098,73365.863 412113.374,73363.931 412114.564,73362.626 412119.889,73357.163 412118.568,73358.523 412113.017,73358.967 412113.063,73361.341 412110.423,73360.955 412109.797,73365.981 412106.701,73367.393 412108.995))","0580100000247008",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247008,"1984",Pand in gebruik,woonfunctie,"124","124","1",pand.cd8ca16a-816e-46f2-9efe-830e76bf2db3
"POLYGON ((73362.972 412405.364,73366.566 412409.369,73358.229 412416.849,73354.636 412412.844,73362.972 412405.364))","0580100000247009",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247009,"1988",Pand in gebruik,woonfunctie,"74","74","1",pand.101c1654-1787-4891-9afd-fa3c838d2aa9
"POLYGON ((73352.192 412393.349,73355.785 412397.354,73347.449 412404.834,73343.855 412400.829,73352.192 412393.349))","0580100000247010",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247010,"1988",Pand in gebruik,woonfunctie,"74","74","1",pand.e1ca9e00-fc43-4492-8ccf-bf749a83e85a
"POLYGON ((73355.785 412397.354,73359.379 412401.359,73351.042 412408.839,73347.449 412404.834,73355.785 412397.354))","0580100000247011",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247011,"1988",Pand in gebruik,woonfunctie,"74","74","1",pand.37bced7b-f035-42f1-a99b-6f09f8d7edb0
"POLYGON ((73770.359 411868.019,73770.386 411868.089,73772.583 411873.804,73761.265 411878.155,73759.372 411873.233,73754.783 411875.089,73754.398 411874.16,73755.427 411873.569,73758.094 411872.583,73770.359 411868.019))","0580100000247013",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247013,"1950",Pand in gebruik,overige gebruiksfunctie,"103","103","1",pand.8d481ccd-9ec5-483e-ad8f-87bd0f420587
"POLYGON ((74438.82 411887.313,74438.634 411887.287,74436.4 411886.977,74436.89 411883.013,74439.127 411883.29,74439.315 411883.313,74438.82 411887.313))","0580100000247014",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247014,"1978",Pand in gebruik,,,,"0",pand.41fd111d-5aa1-4369-8128-95ca45b85e3b
"POLYGON ((73868.073 412399.16,73869.502 412400.904,73868.184 412401.983,73869.845 412404.01,73868.857 412404.819,73869.049 412405.053,73865.754 412407.752,73862.473 412403.746,73868.073 412399.16))","0580100000246530",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246530,"1935",Pand in gebruik,,,,"0",pand.11746581-2ef3-412d-8584-179881067f72
"POLYGON ((73870.198 412391.484,73872.64 412394.353,73867.736 412398.528,73865.294 412395.659,73870.198 412391.484))","0580100000246531",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246531,"1935",Pand in gebruik,,,,"0",pand.01bd0f57-e96a-4508-b1b3-afb1f186b7ae
"POLYGON ((73881.599 412389.799,73875.572 412394.643,73870.512 412388.347,73876.538 412383.503,73881.599 412389.799))","0580100000246532",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246532,"1935",Pand in gebruik,,,,"0",pand.a75b9b18-9bbd-4f7e-903c-81c914f0c6c5
"POLYGON ((73925.762 412424.19,73928.035 412426.688,73924.217 412430.163,73921.943 412427.666,73925.762 412424.19))","0580100000246535",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000246535,"1940",Pand in gebruik,,,,"0",pand.9c7904e0-9439-4655-a12b-9061b5f004cd
"POLYGON ((73318.241 412316.438,73325.813 412311.969,73328.65 412316.73,73321.1 412321.23,73318.241 412316.438))","0580100000244248",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000244248,"1991",Pand in gebruik,woonfunctie,"97","97","1",pand.e46adc43-2103-4764-b83b-de98e44d7cc5
"POLYGON ((73315.471 412311.795,73323.03 412307.299,73325.813 412311.969,73318.241 412316.438,73315.471 412311.795))","0580100000244249",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000244249,"1991",Pand in gebruik,woonfunctie,"89","89","1",pand.36b04d61-cc6b-4db4-8419-05250d05a52b
"POLYGON ((73312.708 412307.164,73320.287 412302.696,73323.03 412307.299,73315.471 412311.795,73312.708 412307.164))","0580100000244250",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000244250,"1991",Pand in gebruik,woonfunctie,"89","89","1",pand.a161608f-dd1e-4429-9549-f02a780300b9
"POLYGON ((73309.939 412302.522,73317.507 412298.029,73320.287 412302.696,73312.708 412307.164,73309.939 412302.522))","0580100000244251",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000244251,"1991",Pand in gebruik,woonfunctie,"89","89","1",pand.376ea8bf-f0ec-4ef1-8aaf-ed69a437cedd
"POLYGON ((73886.805 412095.525,73900.644 412089.61,73904.369 412098.035,73897.207 412101.202,73895.043 412096.307,73888.305 412098.998,73892.102 412107.791,73883.961 412111.307,73878.663 412099.042,73886.805 412095.525))","0580100000247968",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000247968,"1905",Pand in gebruik,woonfunctie,"345","345","1",pand.14f5fb1e-cb24-48e6-829a-66d6abf0036a
"POLYGON ((74172.088 411809.579,74176.203 411808.455,74176.475 411809.45,74180.224 411808.426,74182.356 411816.586,74174.515 411818.727,74174.146 411817.374,74172.088 411809.579))","0580100000243342",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000243342,"1985",Pand in gebruik,woonfunctie,"118","118","1",pand.0f224509-4cea-42d9-8e12-ef3b05696a07
"POLYGON ((73936.416 411827.798,73939.391 411836.72,73934.253 411838.425,73933.868 411837.264,73931.288 411829.488,73936.416 411827.798))","0580100000240762",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240762,"1996",Pand in gebruik,woonfunctie,"104","104","1",pand.d01639d5-c625-4660-ae14-52d9296fcd24
"POLYGON ((73926.149 411831.182,73931.288 411829.488,73933.868 411837.264,73928.902 411838.9,73928.731 411838.956,73926.149 411831.182))","0580100000240763",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240763,"1996",Pand in gebruik,woonfunctie,"100","100","1",pand.53dad6ac-f73b-4847-b2e3-26dea14af3be
