WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid
"POLYGON ((4.22229413174807 51.6947368855535,4.22223297872402 51.6946940276546,4.22230283738887 51.6946555292131,4.22236391025316 51.694698691914,4.22229413174807 51.6947368855535))","0580100000240421",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240421,"1994",Pand in gebruik,,,,"0",pand.546ead99-7801-4eb4-9605-e0228bda9851
"POLYGON ((4.21020572036196 51.6902336069938,4.21025486529627 51.6902987250189,4.21011904755761 51.6903295147597,4.21010006071537 51.6903338185771,4.21005896405018 51.6902640080609,4.21020572036196 51.6902336069938))","0580100000240423",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240423,"1900",Pand in gebruik,woonfunctie,"159","159","1",pand.8e85ef69-4106-4055-943f-3451b94ebec2
"POLYGON ((4.21020787783521 51.6897876691844,4.21027146732299 51.6899007464993,4.21025021866875 51.6899052703208,4.21016350635911 51.6899232314436,4.21010411169141 51.689801251871,4.21012251988971 51.6897974995754,4.21005595319324 51.6896776862265,4.21013541361686 51.6896599309672,4.21020787783521 51.6897876691844))","0580100000240424",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240424,"1900",Pand in gebruik,"winkelfunctie,woonfunctie","355","355","1",pand.3a622e2d-88ec-45aa-900b-3ba236e0575c
"POLYGON ((4.21011167782963 51.691219759522,4.21020542200409 51.6911923494184,4.21024349579173 51.6912432968961,4.21014978068812 51.6912706983335,4.21011167782963 51.691219759522))","0580100000240425",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240425,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.d10a9d92-e8ca-4697-8e13-3ab38aa113f7
"POLYGON ((4.2100075449823 51.6919003898616,4.21008248207814 51.6918731863351,4.21013288042081 51.6919268825919,4.21007967079068 51.691946205171,4.21005795772604 51.6919540862957,4.2100075449823 51.6919003898616))","0580100000240426",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240426,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.83111acf-6c5d-4e9b-a190-aa5eed7ebf7f
"POLYGON ((4.21009319799172 51.6888543793532,4.21016693205833 51.6888326381963,4.2101859531645 51.6888575679441,4.21008011046619 51.6888887847255,4.2100610751801 51.6888638458283,4.21009319799172 51.6888543793532))","0580100000240427",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240427,"2006",Pand in gebruik,overige gebruiksfunctie,"64","64","1",pand.84deaeac-a92a-4f5d-8915-f785b5ca1f5b
"POLYGON ((4.20413461059538 51.6925397248495,4.20412839162168 51.692533063872,4.20420989873185 51.6925037010919,4.20423090499667 51.6925262157587,4.20430734516094 51.6924986804973,4.20434703575822 51.6925412412473,4.20421768410495 51.6925876320389,4.20419235857472 51.6925604802018,4.20416360776935 51.6925708331284,4.20414285522363 51.6925485727132,4.20413461059538 51.6925397248495))","0580100000240428",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240428,"1990",Pand in gebruik,woonfunctie,"127","127","1",pand.35b1fac9-98b7-46e6-8ae7-d13febc027b2
"POLYGON ((4.20424741203339 51.6944934686075,4.20406930284631 51.6945909384638,4.20401651165556 51.6945536748369,4.20413347071702 51.6944896658556,4.20396827974832 51.6943730867229,4.2040294153419 51.6943396258674,4.20424741203339 51.6944934686075))","0580100000240429",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240429,"1985",Pand in gebruik,woonfunctie,"267","267","1",pand.9378b40f-2602-4983-abdc-62ad95d797ec
"POLYGON ((4.21822335444249 51.6909889618496,4.21825056201478 51.6910101784761,4.21818460212732 51.691042852396,4.21815781884356 51.6910220085506,4.21822335444249 51.6909889618496))","0580100000240443",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240443,"1972",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.be736dd9-694d-4338-ac3d-462a5c903a30
"POLYGON ((4.21751937169545 51.696035354009,4.21762288522428 51.6960264096169,4.21776047632401 51.6960142096772,4.21786198095568 51.696460651457,4.21786230555649 51.6964620839949,4.21735688291502 51.6965068375455,4.21725434016435 51.6960587758432,4.21751937169545 51.696035354009))","0580100000240444",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240444,"1991",Pand in gebruik,industriefunctie,"2626","2626","1",pand.cf41418f-3892-4a99-99df-d3fd3d044033
"POLYGON ((4.21794237561889 51.6907765984656,4.21804549246888 51.6907220920716,4.21809984617318 51.6907635269801,4.21802798632903 51.6907995218885,4.21805394956079 51.6908196294459,4.21805516895701 51.6908205765058,4.21795981849032 51.6908683825192,4.21793144941081 51.6908467856657,4.21799343289748 51.690815744199,4.21794237561889 51.6907765984656))","0580100000240445",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240445,"1993",Pand in gebruik,woonfunctie,"120","120","1",pand.c3f82c8e-3420-498f-9ee5-6d0bfffbdde0
"POLYGON ((4.21789936650203 51.6907013960984,4.21789854223214 51.6907008305323,4.21787013921214 51.6907152444406,4.21786930350237 51.6907145618993,4.21783696548195 51.6906898420649,4.21779287995966 51.6906988136599,4.21779252142678 51.6906981358827,4.21776486954116 51.69064488585,4.21778147305344 51.6906415548074,4.21775265357427 51.690587034611,4.21784490735402 51.6905683681114,4.21796033877193 51.6906568696001,4.21789344615439 51.6906903880258,4.21790443651429 51.690698857802,4.21789936650203 51.6907013960984))","0580100000240446",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240446,"1993",Pand in gebruik,woonfunctie,"172","172","1",pand.11ac5841-6828-44b5-9bd6-31e3dc668a36
"POLYGON ((4.21331714944344 51.6952915624434,4.2133501730654 51.6953155352796,4.21332607190124 51.6953284450654,4.21329304828274 51.6953044722225,4.21331714944344 51.6952915624434))","0580100000240447",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240447,"1995",Pand in gebruik,,,,"0",pand.79d46085-629b-4a45-80db-058c8dc05bc7
"POLYGON ((4.21342300626944 51.6915021236384,4.21347780497469 51.6915535972314,4.21340282287024 51.6915843082899,4.21334743624802 51.6915331973302,4.21342300626944 51.6915021236384))","0580100000240449",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240449,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.6e867167-4e14-4f2f-9afd-33cb8fdca0df
"POLYGON ((4.21327621537072 51.696348769932,4.21333832808998 51.6963148376135,4.21334818881672 51.6963094439815,4.21335819625653 51.6963039709154,4.21349669865823 51.6962283026942,4.21361279477735 51.6963103697139,4.2135468669733 51.6963463944101,4.21378609212814 51.6965154888611,4.21392871787934 51.6964375601814,4.2139429921752 51.6964477172469,4.21427218314338 51.6962691789114,4.2143996266177 51.6963594221751,4.21385906258308 51.6966540797366,4.21384987733999 51.6966590846495,4.21382609851667 51.69664226118,4.21377292255122 51.6966712852431,4.21365447518112 51.6965883588302,4.21341496580147 51.6964190724872,4.21339279446309 51.6964311746143,4.21327621537072 51.696348769932))","0580100000240450",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240450,"1981",Pand in gebruik,winkelfunctie,"1322","1322","1",pand.76884117-35d9-4107-a24f-f34925aa82dd
"POLYGON ((4.21331970923406 51.6910237384383,4.21340378575087 51.6909903319049,4.21344173721873 51.6910305169004,4.21351195264939 51.6911048879261,4.21347234383776 51.6911196559199,4.21351835369381 51.6911658995356,4.21348170958989 51.6911795645923,4.21343695054469 51.6911330548299,4.21331970923406 51.6910237384383))","0580100000240451",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240451,"1850",Pand in gebruik,woonfunctie,"219","219","1",pand.c9530822-16be-4249-beb6-8afb1cf491d1
"POLYGON ((4.21325949747415 51.6964115903692,4.21336055041505 51.6964852636724,4.21338990934486 51.6965066737676,4.21335469351461 51.6965253331919,4.2134919486714 51.6966254111913,4.2133674099471 51.6966913850691,4.21315623186846 51.6968032437122,4.21316729139172 51.6968113011095,4.21307452109897 51.6968604415405,4.21299949027092 51.6968057535821,4.21284112771348 51.6968896360825,4.21274007472403 51.6968159623339,4.21263902229693 51.6967422795117,4.212695154177 51.696712539488,4.21279685638562 51.6966586886322,4.21278772782721 51.6966520349129,4.2128810260892 51.6966026123449,4.21289093534703 51.6966098402101,4.2131021278661 51.6964979732005,4.21325949747415 51.6964115903692))","0580100000240452",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240452,"1987",Pand in gebruik,"industriefunctie,woonfunctie","372","1471","2",pand.71635f61-8303-4298-bcb4-800611bf49dd
"POLYGON ((4.21371407374312 51.6908365062059,4.21352217950736 51.6908879886909,4.21351988106332 51.6908851520052,4.2134930778147 51.6908924793467,4.21341518800328 51.690913776436,4.21339723756643 51.6908915188003,4.21336184167754 51.6908476108649,4.21344340815994 51.6908234111591,4.2134525510737 51.6908367170655,4.21353656098285 51.6908136654466,4.21353166789658 51.6908065867765,4.2136655526904 51.6907694272694,4.21371407374312 51.6908365062059))","0580100000240453",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240453,"1930",Pand in gebruik,woonfunctie,"282","282","1",pand.d586efea-7385-423d-af33-f0d7b8f6e90e
"POLYGON ((4.21330257350496 51.69010057215,4.2134736381348 51.6900546344379,4.21359999209516 51.6901961787735,4.21341315807819 51.6902467229509,4.21334895067214 51.6901549098988,4.21334157181537 51.690156678745,4.21330257350496 51.69010057215))","0580100000240454",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240454,"1996",Pand in gebruik,winkelfunctie,"240","240","1",pand.70d28a7a-b664-462d-aa4b-8e6f10d1d6a1
"POLYGON ((4.21322384952173 51.6952542296153,4.21324804980503 51.6952414017476,4.21327999435353 51.6952645907086,4.21325589319672 51.6952775004802,4.21322384952173 51.6952542296153))","0580100000240455",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240455,"1995",Pand in gebruik,,,,"0",pand.0324cf52-f0bb-4c9a-9d28-aa45817a1ffb
"POLYGON ((4.22132116497769 51.690645186133,4.22143479009979 51.6907310862395,4.22135933061619 51.6907699239153,4.22128576508595 51.6907150670445,4.22124556024741 51.6906840492575,4.22124566285627 51.6906839963433,4.22127144381266 51.6906708230096,4.22131212573347 51.6907012882012,4.22135541204358 51.6906795245589,4.22131464325397 51.6906485011815,4.22132116497769 51.690645186133))","0580100000240980",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240980,"1975",Pand in gebruik,woonfunctie,"120","120","1",pand.89ce03f8-e080-4308-a848-80714c0aa011
"POLYGON ((4.22129983349778 51.6898812975502,4.22133476171079 51.6898846926401,4.22132490471797 51.6899315635587,4.22128999658751 51.689928510259,4.22128978015629 51.6899284901258,4.22129983349778 51.6898812975502))","0580100000240981",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240981,"1978",Pand in gebruik,,,,"0",pand.db8f5ba3-b68b-4bf7-b5ea-eadb3b31de9d
"POLYGON ((4.22128978015629 51.6899284901258,4.22128999658751 51.689928510259,4.22132490471797 51.6899315635587,4.22132796413791 51.6899318277374,4.22132788234391 51.6899321954841,4.22131530358638 51.6899864644605,4.22127846361196 51.6899831671934,4.22127234522902 51.6899826208593,4.22128498905551 51.6899280738669,4.22128978015629 51.6899284901258))","0580100000240982",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240982,"1978",Pand in gebruik,,,,"0",pand.7aae227c-63e7-4166-9d2e-9128177bb68d
"POLYGON ((4.22125929826678 51.6902121853351,4.22122890891749 51.6901886814227,4.22129666002583 51.6901548370549,4.22132704938787 51.6901783409498,4.22125929826678 51.6902121853351))","0580100000240983",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240983,"1975",Pand in gebruik,overige gebruiksfunctie,"20","20","1",pand.13653a55-906e-4846-8e49-02c0e50ecd15
"POLYGON ((4.22122446525682 51.6896815152999,4.2212569222826 51.6896752852475,4.22127895554239 51.689722203974,4.22124652578367 51.6897284972292,4.22122446525682 51.6896815152999))","0580100000240984",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240984,"1978",Pand in gebruik,,,,"0",pand.4399aa03-e85c-4336-9bd3-10c81370c32e
"POLYGON ((4.22126834157221 51.6897995680183,4.22123305395229 51.6898061923897,4.2212235007511 51.6897806665719,4.22125927531265 51.6897753504987,4.22126834157221 51.6897995680183))","0580100000240985",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240985,"1975",Pand in gebruik,,,,"0",pand.510b07ac-2817-4af4-a09d-bd95233daeaa
"POLYGON ((4.21224246611923 51.6930797291311,4.21228136273405 51.6931386846423,4.21222701707608 51.6931527200822,4.21223406039411 51.6931605485101,4.21215746064997 51.6931871344515,4.21214860561362 51.6931772203025,4.21210785617709 51.6931144257033,4.21224246611923 51.6930797291311))","0580100000241421",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241421,"1954",Pand in gebruik,overige gebruiksfunctie,"76","76","1",pand.508c906a-7fb5-4e8f-a503-eded9f801092
"POLYGON ((4.21225521788348 51.6931840880035,4.21227636070073 51.6932076363349,4.21219955635121 51.6932343011551,4.21217850125933 51.6932107177326,4.21225521788348 51.6931840880035))","0580100000241422",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241422,"1954",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.d321ee5a-be3d-447d-9ea5-27318ec4c356
"POLYGON ((4.21227636070073 51.6932076363349,4.212297518234 51.6932311758206,4.21222059723777 51.6932578754418,4.21219955635121 51.6932343011551,4.21227636070073 51.6932076363349))","0580100000241423",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241423,"1954",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.f3bcdfdb-e040-4f3a-942f-153d410a7e37
"POLYGON ((4.212297518234 51.6932311758206,4.21231867578922 51.6932547153026,4.21224163791275 51.6932814587117,4.21222059723777 51.6932578754418,4.212297518234 51.6932311758206))","0580100000241424",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241424,"1954",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.13aa0386-0363-4c24-9ebb-9df593008063
"POLYGON ((4.21030217828277 51.6914744622969,4.21039582095026 51.6914470779865,4.21042296517096 51.6914833888606,4.21043390939126 51.6914980345346,4.21034028156854 51.6915254010464,4.21032912748478 51.6915104835755,4.21030217828277 51.6914744622969))","0580100000241425",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241425,"1954",Pand in gebruik,woonfunctie,"79","79","1",pand.cea321d5-d781-46dc-9cbb-b59ce3a2a3bc
"POLYGON ((4.20694106144309 51.6940607605104,4.206969035872 51.6940807290006,4.20690290565041 51.6941172243719,4.20687419286281 51.694096727045,4.20694106144309 51.6940607605104))","0580100000241426",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241426,"1987",Pand in gebruik,overige gebruiksfunctie,"16","16","1",pand.d60fbf41-e619-4365-9662-af1cd1845857
"POLYGON ((4.21292586508489 51.6936636243298,4.21297992337084 51.6937241968673,4.21298816179246 51.6937316866473,4.21299178399976 51.6937303386107,4.21300977105852 51.6937484346175,4.21300746478742 51.6937492385112,4.21295008227236 51.6937693565663,4.21294343057078 51.6937625928471,4.21292557742087 51.6937432396707,4.21291103610114 51.6937484245277,4.21288624743778 51.6937215406875,4.21289962068856 51.6937167756082,4.21286920404933 51.6936838125039,4.21292586508489 51.6936636243298))","0580100000241428",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241428,"1938",Pand in gebruik,woonfunctie,"73","73","1",pand.cf1a6599-c628-4aeb-9c5b-e8dc3291b504
"POLYGON ((4.21323938777174 51.6915829308171,4.21332160495913 51.6915610209933,4.2133618292169 51.6916167533128,4.21327823730155 51.6916392426793,4.21323938777174 51.6915829308171))","0580100000240456",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240456,"1954",Pand in gebruik,woonfunctie,"74","74","1",pand.35502514-fa84-44b6-bcf3-172cb677fa9f
"POLYGON ((4.21340108250864 51.6899529034468,4.213559048915 51.6899100704796,4.21359248271614 51.6899604579658,4.21351119841905 51.6899822065148,4.21351342732072 51.6899854919692,4.21343593741597 51.6900053727615,4.21340108250864 51.6899529034468))","0580100000240457",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240457,"1960",Pand in gebruik,"overige gebruiksfunctie,woonfunctie","18","85","5",pand.4ced9e03-f3a4-4cd4-8ea5-14e6424a822b
"POLYGON ((4.21239119153339 51.6945638533227,4.21234403044581 51.6945295445263,4.21253760507615 51.6944268147535,4.21258475174365 51.6944611233275,4.21259641209856 51.6944549297824,4.21271242621902 51.6945393611153,4.21268347380203 51.6945547211446,4.21275444446456 51.694606294292,4.21278061078438 51.694592389542,4.21282205177858 51.6946225057263,4.21282539510683 51.694620759369,4.21303096820405 51.6947701550887,4.21303063093203 51.6947703314934,4.21318187288003 51.6948802405995,4.21317054976706 51.6948862577973,4.21317130221404 51.6948868046978,4.21321009714689 51.6948661855859,4.21327299068709 51.6949118883386,4.21326749053853 51.6949148086669,4.21323418128219 51.6949325073263,4.21323493373071 51.6949330542264,4.21324625684692 51.6949270370224,4.2132862077862 51.6949560683752,4.2132230064802 51.6949896571423,4.21317683388597 51.6950141935536,4.21294228917526 51.69484461432,4.212905665657 51.6948640505494,4.21288031023794 51.6948456019839,4.21292715689825 51.6948207308542,4.21281745902988 51.6947409026741,4.21278753831697 51.6947567833888,4.21254973081314 51.6945837277263,4.21256941413605 51.694573272818,4.21251174775989 51.6945313077178,4.21247512431246 51.6945507438133,4.21245013823003 51.6945325685351,4.21239119153339 51.6945638533227))","0580100000240458",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240458,"2006",Pand in gebruik,woonfunctie,"57","110","12",pand.c6bc401e-f735-420b-9e84-6b5d760b1ba1
"POLYGON ((4.21149860359165 51.6927771183574,4.21152465978383 51.6927958079943,4.21148159012294 51.6928189905295,4.21145553393535 51.6928003008829,4.21149860359165 51.6927771183574))","0580100000240459",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240459,"1955",Pand in gebruik,,,,"0",pand.df096078-177d-47a1-82fe-374b5d7a6617
"POLYGON ((4.21147176366143 51.6927368285425,4.21147679601855 51.6927340923782,4.21147723613981 51.6927338540853,4.21150267215353 51.6927519172397,4.21150202654885 51.6927522703308,4.21145990432519 51.6927751747112,4.21143446831562 51.6927571115475,4.21147176366143 51.6927368285425))","0580100000240460",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240460,"1954",Pand in gebruik,,,,"0",pand.333be747-6a86-418e-8e2e-daf6e334740e
"POLYGON ((4.21154456712378 51.6889376637863,4.21154869833282 51.6889361950557,4.21161566952929 51.6890088267414,4.21153557352508 51.6890371929836,4.21144345203548 51.6889367025937,4.21146886595796 51.6889277077453,4.21149430833736 51.6889554614585,4.21154456712378 51.6889376637863))","0580100000240461",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240461,"1930",Pand in gebruik,woonfunctie,"103","103","1",pand.4c29cccb-ccb3-445a-b1d6-c4c5f993a60a
"POLYGON ((4.2212569222826 51.6896752852475,4.22122446525682 51.6896815152999,4.22119904679807 51.6896273354678,4.22127694271014 51.6896050085202,4.22129718154584 51.6896452303354,4.22124253894884 51.6896446863288,4.2212569222826 51.6896752852475))","0580100000240986",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240986,"1978",Pand in gebruik,,,,"0",pand.5509b104-2c51-40d4-b1e6-1cc801f74658
"POLYGON ((4.22111663429824 51.6907782229079,4.22112556222642 51.6907735834347,4.22108566824793 51.6907434136811,4.22111122649769 51.6907299055609,4.22115212526139 51.6907603729674,4.22119249123568 51.6907396859907,4.22126562623691 51.6907949701202,4.22118999622586 51.6908336801406,4.22111663429824 51.6907782229079))","0580100000240987",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240987,"1975",Pand in gebruik,woonfunctie,"120","120","1",pand.3991af3c-6621-42ab-a533-461deb49492e
"POLYGON ((4.22117435558416 51.6901464908913,4.22122187063201 51.6900970014831,4.22125574820873 51.6901232099455,4.22126625623565 51.6901313330082,4.22119849068033 51.6901651772145,4.22118799711753 51.6901570542898,4.22117435558416 51.6901464908913))","0580100000240988",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240988,"1975",Pand in gebruik,overige gebruiksfunctie,"22","22","1",pand.41b2f2bf-6a81-4cf6-bb7d-cf1504d872f0
"POLYGON ((4.22113982232403 51.6901434772376,4.22115169287474 51.6900908822251,4.22116952959961 51.6900924351796,4.22122187063201 51.6900970014831,4.22117435558416 51.6901464908913,4.2211576590692 51.690145030194,4.22113982232403 51.6901434772376))","0580100000240989",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240989,"1975",Pand in gebruik,overige gebruiksfunctie,"22","22","1",pand.39290e6c-b4ca-413b-9868-8490eb3f366a
"POLYGON ((4.22113982232403 51.6901434772376,4.22112003745904 51.6901417520633,4.22110533128942 51.6901405089405,4.22109641233936 51.6901397549262,4.22110829902073 51.6900870971533,4.22111720280599 51.6900878779837,4.22115169287474 51.6900908822251,4.22113982232403 51.6901434772376))","0580100000240990",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240990,"1975",Pand in gebruik,overige gebruiksfunctie,"18","18","1",pand.946456e8-4a37-4f1a-b9f8-95f0caf1f7b0
"POLYGON ((4.22112336406768 51.6905440739422,4.22115040658268 51.69055939127,4.22111496899372 51.6905841545054,4.22108763195126 51.6905690409906,4.22112336406768 51.6905440739422))","0580100000240991",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240991,"1975",Pand in gebruik,,,,"0",pand.e9841671-0c52-43e8-9431-2907624843b7
"POLYGON ((4.22115040658268 51.69055939127,4.22112336406768 51.6905440739422,4.22115330734309 51.6905231663415,4.22118062992018 51.6905382796971,4.22115040658268 51.69055939127))","0580100000240992",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240992,"1975",Pand in gebruik,,,,"0",pand.46904baa-694f-4bf7-a0bb-8f5ca2f5e33f
"POLYGON ((4.21801025743347 51.6898575364159,4.21783962692063 51.6898913674832,4.21781171577596 51.689836973225,4.2179235405218 51.6898148074913,4.21794418179668 51.6898550159447,4.21800297273398 51.6898433594835,4.21801025743347 51.6898575364159))","0580100000240993",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240993,"1972",Pand in gebruik,woonfunctie,"90","90","1",pand.d0b42e75-297f-4a8c-87a3-61546c075dfc
"POLYGON ((4.21789925945729 51.6911045109769,4.21796839363302 51.6910699092409,4.2180421717332 51.6911276019676,4.2179979509996 51.6911496247482,4.21803662130596 51.6911789473439,4.21801140887 51.6911919009166,4.21797242782321 51.6911617302165,4.21789925945729 51.6911045109769))","0580100000240994",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240994,"1972",Pand in gebruik,woonfunctie,"86","86","1",pand.268acdb1-c8da-4ede-94ca-71ab2367da18
"POLYGON ((4.21784327081398 51.6916534046172,4.21794709949939 51.6916010987952,4.21796075011898 51.6916101794273,4.21796963811453 51.6916048655961,4.2180187235514 51.6916447916697,4.21797634582417 51.691665439503,4.2179914049745 51.6916771051317,4.21792054528928 51.6917129571486,4.21784327081398 51.6916534046172))","0580100000240995",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240995,"1975",Pand in gebruik,woonfunctie,"135","135","1",pand.85a88205-2159-4bd8-9069-a88ebfeaa8b5
"POLYGON ((4.2115717865954 51.6898081287393,4.21157538100413 51.6898134055865,4.21162384980971 51.6898695359266,4.21149041408249 51.6899055919194,4.21140629733102 51.6899283263694,4.21140925230426 51.6899320506414,4.21132546707451 51.6899498172767,4.21132273089439 51.6899510303278,4.21132247833027 51.6899507311448,4.2112707366526 51.6898875381788,4.21138098941251 51.6898564275166,4.2115717865954 51.6898081287393))","0580100000240462",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240462,"1985",Pand in gebruik,"winkelfunctie,woonfunctie","87","173","2",pand.2346ea85-4c5d-4420-a511-5f580b1d7ed1
"POLYGON ((4.21145553393535 51.6928003008829,4.21148159012294 51.6928189905295,4.21143979646956 51.6928414936828,4.21141374028643 51.6928228040271,4.21145553393535 51.6928003008829))","0580100000240463",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240463,"1955",Pand in gebruik,,,,"0",pand.050d6e72-ffa3-4b3d-84a7-e16bf80f1437
"POLYGON ((4.21138733286135 51.6937931048462,4.21140392352501 51.6937842101911,4.21141191820276 51.6937799216517,4.21143202376974 51.6937943985062,4.21144612314313 51.6938045541324,4.21141907333842 51.693819060988,4.21140497396662 51.6938089053586,4.21138486840193 51.6937944284995,4.21138733286135 51.6937931048462))","0580100000240464",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240464,"2006",Pand in gebruik,,,,"0",pand.d5046a0a-5d2f-46da-b361-6c952cb3330f
"POLYGON ((4.21154522941226 51.6915134836958,4.21157920961926 51.6915032893378,4.21159138538964 51.6915189810333,4.21153759437456 51.6915351162186,4.21156086891803 51.6915650864743,4.21149751515607 51.6915840831277,4.21150900549676 51.6915988780097,4.21144107585648 51.6916147363762,4.21139739615995 51.6915584832663,4.21154522941226 51.6915134836958))","0580100000240465",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240465,"1900",Pand in gebruik,woonfunctie,"94","94","1",pand.aa094661-103e-4b55-b456-2d62db89c703
"POLYGON ((4.21140495546933 51.6919493331613,4.21141937229034 51.6919678430461,4.21138770862971 51.6919773774304,4.21137349613078 51.6919587976786,4.21136151201667 51.6919435213936,4.21139663634812 51.6919332846378,4.21140832194551 51.6919483601574,4.21140495546933 51.6919493331613))","0580100000240466",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240466,"1956",Pand in gebruik,,,,"0",pand.12a973fc-718b-4296-be90-01b4718c8768
"POLYGON ((4.2112035386895 51.6896366550951,4.21120915065765 51.6896355338497,4.21120805744125 51.6896330777809,4.211300047759 51.6896184589726,4.21130581896318 51.6896295737659,4.21130008013304 51.6896305678918,4.21131430147999 51.6896593506123,4.2114519244906 51.6896357870496,4.21147787654173 51.6896834571892,4.21135137839676 51.689706359402,4.21134051128866 51.6897082279381,4.21132822037276 51.6897103428671,4.21124861907712 51.6897207352777,4.2112035386895 51.6896366550951))","0580100000240467",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240467,"1900",Pand in gebruik,"bijeenkomstfunctie,woonfunctie","92","123","2",pand.ec1474b5-e974-4428-85e4-563d436e7229
"POLYGON ((4.20895792402068 51.6905708607494,4.20905695868301 51.6905507681547,4.2090857044193 51.6906054965767,4.20898666941547 51.6906255981822,4.20895792402068 51.6905708607494))","0580100000240468",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240468,"1955",Pand in gebruik,woonfunctie,"83","83","1",pand.77e93854-1d4a-4686-a816-65a781b5c59b
"POLYGON ((4.21535861705889 51.6898996579498,4.21546392190672 51.6898735189711,4.21549734459621 51.6899255328511,4.21539203964613 51.6899516718594,4.21535861705889 51.6898996579498))","0580100000241002",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000241002,"1967",Pand in gebruik,woonfunctie,"86","86","1",pand.7412f4d1-ab9b-41ba-b378-e12dd4949762
"POLYGON ((4.20893221154699 51.69052073837,4.20900588018085 51.6905055235039,4.2090348833373 51.6904992710662,4.20905266043694 51.6905325395455,4.209023533209 51.6905385570176,4.20894987898688 51.69055377204,4.20893221154699 51.69052073837))","0580100000240469",http://bag.basisregistraties.overheid.nl/bag/id/pand/0580100000240469,"1948",Pand in gebruik,,,,"0",pand.0fc298eb-12f8-4aec-a9c5-61095ced365f
